resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,race_points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,qualifying_position,best_qualifying_seconds,driverRef,forename,surname,driver_nationality,driver_name,constructor_name,constructor_nationality,circuit_name,circuit_country,lat,lng,alt,status,standing_points_after_race,standing_wins_after_race,standing_position_after_race,podium,top10,win,finished_clean,qualifying_delta_to_pole,grid_minus_qualifying,driver_prev_standing_position,driver_prev_season_points,driver_prev_season_wins,driver_avg_finish_last_5,driver_avg_grid_last_5,driver_avg_points_last_5,driver_podium_rate_last_10,driver_top10_rate_last_10,driver_finish_rate_last_10,constructor_avg_finish_last_5,constructor_avg_grid_last_5,constructor_avg_points_last_5,constructor_podium_rate_last_10,constructor_top10_rate_last_10,constructor_finish_rate_last_10,driver_constructor_pair_starts,driver_circuit_starts,constructor_circuit_starts
20962,848,5,205,20.0,19,19.0,19,19,0.0,55,,,44.0,19.0,01:45.1,185.697,12,2011,8,12,European Grand Prix,2011-06-26,19.0,101.664,kovalainen,Heikki,Kovalainen,Finnish,Heikki Kovalainen,Lotus,Malaysian,Valencia Street Circuit,Spain,39.4589,-0.331667,,+2 Laps,0.0,0.0,22.0,0,0,0,1,4.689000000000007,0.0,22.0,0.0,0,19.0,17.6,0.0,0.0,0.0,0.7,19.0,17.6,0.0,0.0,0.0,0.7,26,3,2
20964,848,10,166,24.0,21,21.0,21,21,0.0,55,,,49.0,21.0,01:46.6,182.957,12,2011,8,12,European Grand Prix,2011-06-26,21.0,102.553,glock,Timo,Glock,German,Timo Glock,Virgin,British,Valencia Street Circuit,Spain,39.4589,-0.331667,,+2 Laps,0.0,0.0,25.0,0,0,0,1,5.578000000000003,0.0,25.0,0.0,0,20.6,20.8,0.0,0.0,0.0,0.6,20.6,20.8,0.0,0.0,0.0,0.6,26,3,2
20948,848,13,6,6.0,5,5.0,5,5,10.0,57,51.705,6027874.0,53.0,5.0,01:42.7,189.945,1,2011,8,12,European Grand Prix,2011-06-26,5.0,97.535,massa,Felipe,Massa,Brazilian,Felipe Massa,Ferrari,Italian,Valencia Street Circuit,Spain,39.4589,-0.331667,,Finished,42.0,0.0,6.0,0,1,0,1,0.5600000000000023,0.0,6.0,32.0,0,13.2,6.6,3.2,0.1,0.6,0.8,13.2,6.6,3.2,0.1,0.6,0.8,54,2,7
20963,848,15,205,21.0,20,20.0,20,20,0.0,55,,,28.0,20.0,01:46.2,183.681,12,2011,8,12,European Grand Prix,2011-06-26,20.0,102.23400000000001,trulli,Jarno,Trulli,Italian,Jarno Trulli,Lotus,Malaysian,Valencia Street Circuit,Spain,39.4589,-0.331667,,+2 Laps,0.0,0.0,19.0,0,0,0,1,5.2590000000000146,0.0,19.0,0.0,0,17.0,18.6,0.0,0.0,0.0,0.7,17.0,18.6,0.0,0.0,0.0,0.7,26,3,3
20952,848,16,10,14.0,10,9.0,9,9,2.0,56,,,53.0,10.0,01:43.5,188.439,11,2011,8,12,European Grand Prix,2011-06-26,10.0,99.03399999999999,sutil,Adrian,Sutil,German,Adrian Sutil,Force India,Indian,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,10.0,0.0,12.0,0,1,0,1,2.0589999999999975,0.0,12.0,8.0,0,13.8,13.6,1.2,0.0,0.2,0.8,13.8,13.6,1.2,0.0,0.2,0.8,61,3,6
20946,848,17,9,2.0,2,3.0,3,3,15.0,57,27.255,6003424.0,39.0,4.0,01:42.5,190.262,1,2011,8,12,European Grand Prix,2011-06-26,2.0,97.163,webber,Mark,Webber,Australian,Mark Webber,Red Bull,Austrian,Valencia Street Circuit,Spain,39.4589,-0.331667,,Finished,109.0,0.0,3.0,1,1,0,1,0.1880000000000024,0.0,3.0,94.0,0,3.2,5.6,14.4,0.4,0.9,0.9,3.2,5.6,14.4,0.4,0.9,0.9,61,3,6
20949,848,18,1,4.0,6,6.0,6,6,8.0,57,+1:00.065,6036234.0,57.0,3.0,01:42.3,190.623,1,2011,8,12,European Grand Prix,2011-06-26,6.0,97.64500000000001,button,Jenson,Button,British,Jenson Button,McLaren,British,Valencia Street Circuit,Spain,39.4589,-0.331667,,Finished,109.0,1.0,2.0,0,1,0,1,0.6700000000000159,0.0,2.0,101.0,1,3.4,4.4,15.0,0.5,0.9,1.0,3.4,4.4,15.0,0.5,0.9,1.0,26,3,7
20944,848,20,9,1.0,1,1.0,1,1,25.0,57,39:36.2,5976169.0,53.0,1.0,01:41.9,191.536,1,2011,8,12,European Grand Prix,2011-06-26,1.0,96.975,vettel,Sebastian,Vettel,German,Sebastian Vettel,Red Bull,Austrian,Valencia Street Circuit,Spain,39.4589,-0.331667,,Finished,186.0,6.0,1.0,1,1,1,1,0.0,0.0,1.0,161.0,5,1.4,1.2,22.2,0.9,0.9,0.9,1.4,1.2,22.2,0.9,0.9,0.9,43,3,7
20955,848,22,3,11.0,13,12.0,12,12,0.0,56,,,55.0,17.0,01:44.1,187.344,11,2011,8,12,European Grand Prix,2011-06-26,13.0,99.489,barrichello,Rubens,Barrichello,Brazilian,Rubens Barrichello,Williams,British,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,4.0,0.0,15.0,0,0,0,1,2.51400000000001,0.0,15.0,4.0,0,12.6,14.4,0.8,0.0,0.3,0.8,12.6,14.4,0.8,0.0,0.3,0.8,26,3,6
20966,848,24,164,23.0,22,23.0,23,23,0.0,54,,,37.0,23.0,01:47.4,181.612,13,2011,8,12,European Grand Prix,2011-06-26,22.0,103.584,liuzzi,Vitantonio,Liuzzi,Italian,Vitantonio Liuzzi,HRT,Spanish,Valencia Street Circuit,Spain,39.4589,-0.331667,,+3 Laps,0.0,0.0,20.0,0,0,0,1,6.609000000000009,0.0,20.0,0.0,0,19.4,21.4,0.0,0.0,0.1,0.6,19.4,21.4,0.0,0.0,0.0,0.7142857142857143,7,1,2
20960,848,30,131,7.0,8,17.0,17,17,0.0,56,,,50.0,18.0,01:44.6,186.544,11,2011,8,12,European Grand Prix,2011-06-26,8.0,98.24000000000001,michael_schumacher,Michael,Schumacher,German,Michael Schumacher,Mercedes,German,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,26.0,0.0,10.0,0,0,0,1,1.2650000000000148,0.0,9.0,26.0,0,10.4,9.0,4.8,0.0,0.6,0.7,10.4,9.0,4.8,0.0,0.6,0.7,26,1,3
20967,848,39,164,22.0,24,24.0,24,24,0.0,54,,,32.0,24.0,01:47.7,181.123,13,2011,8,12,European Grand Prix,2011-06-26,24.0,104.363,karthikeyan,Narain,Karthikeyan,Indian,Narain Karthikeyan,HRT,Spanish,Valencia Street Circuit,Spain,39.4589,-0.331667,,+3 Laps,0.0,0.0,23.0,0,0,0,1,7.388000000000005,0.0,23.0,0.0,0,19.2,22.4,0.0,0.0,0.0,0.8571428571428571,19.2,22.4,0.0,0.0,0.0,0.9,7,0,3
20956,848,67,5,18.0,17,13.0,13,13,0.0,56,,,47.0,16.0,01:44.1,187.395,11,2011,8,12,European Grand Prix,2011-06-26,17.0,99.679,buemi,SÌ©bastien,Buemi,Swiss,SÌ©bastien Buemi,Toro Rosso,Italian,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,8.0,0.0,14.0,0,0,0,1,2.7040000000000077,0.0,13.0,8.0,0,11.4,13.4,0.8,0.0,0.4,0.9,11.4,13.4,0.8,0.0,0.4,0.9,43,2,6
20951,848,153,5,19.0,18,8.0,8,8,4.0,56,,,53.0,11.0,01:43.6,188.343,11,2011,8,12,European Grand Prix,2011-06-26,18.0,100.232,alguersuari,Jaime,Alguersuari,Spanish,Jaime Alguersuari,Toro Rosso,Italian,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,8.0,0.0,13.0,0,1,0,1,3.257000000000005,0.0,14.0,4.0,0,16.8,16.0,0.8,0.0,0.2,0.8,16.8,16.0,0.8,0.0,0.2,0.8,34,2,7
20959,848,155,15,16.0,14,16.0,16,16,0.0,56,,,42.0,9.0,01:43.5,188.456,11,2011,8,12,European Grand Prix,2011-06-26,14.0,99.525,kobayashi,Kamui,Kobayashi,Japanese,Kamui Kobayashi,Sauber,Swiss,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,25.0,0.0,11.0,0,0,0,1,2.5500000000000114,0.0,11.0,25.0,0,8.4,15.2,3.8,0.0,0.8,0.9,8.4,15.2,3.8,0.0,0.8,0.9,26,1,2
20958,848,808,4,10.0,11,15.0,15,15,0.0,56,,,41.0,8.0,01:43.2,189.124,11,2011,8,12,European Grand Prix,2011-06-26,11.0,99.068,petrov,Vitaly,Petrov,Russian,Vitaly Petrov,Renault,French,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,31.0,0.0,8.0,0,0,0,1,2.0930000000000035,0.0,7.0,31.0,0,10.4,8.6,3.2,0.1,0.5,0.7,10.4,8.6,3.2,0.1,0.5,0.7,26,1,7
20961,848,813,3,12.0,15,18.0,18,18,0.0,56,,,47.0,7.0,01:43.1,189.155,11,2011,8,12,European Grand Prix,2011-06-26,15.0,99.64500000000001,maldonado,Pastor,Maldonado,Venezuelan,Pastor Maldonado,Williams,British,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,0.0,0.0,24.0,0,0,0,1,2.670000000000016,0.0,24.0,0.0,0,17.4,12.0,0.0,0.0,0.0,0.42857142857142855,17.4,12.0,0.0,0.0,0.2,0.5,7,0,7
20957,848,814,10,15.0,12,14.0,14,14,0.0,56,,,54.0,13.0,01:43.9,187.849,11,2011,8,12,European Grand Prix,2011-06-26,12.0,99.422,resta,Paul,di Resta,British,Paul di Resta,Force India,Indian,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,2.0,0.0,17.0,0,0,0,1,2.4470000000000027,0.0,17.0,2.0,0,15.2,12.2,0.0,0.0,0.2857142857142857,0.7142857142857143,15.2,12.2,0.0,0.0,0.5,0.8,7,0,7
20954,848,815,15,17.0,16,11.0,11,11,0.0,56,,,41.0,15.0,01:43.9,187.672,11,2011,8,12,European Grand Prix,2011-06-26,16.0,99.494,perez,Sergio,PÌ©rez,Mexican,Sergio PÌ©rez,Sauber,Swiss,Valencia Street Circuit,Spain,39.4589,-0.331667,,+1 Lap,2.0,0.0,16.0,0,0,0,1,2.5190000000000055,0.0,15.0,2.0,0,17.0,11.0,0.4,0.0,0.16666666666666666,0.5,17.0,11.0,0.4,0.0,0.3,0.6,6,0,3
20965,848,816,166,25.0,23,22.0,22,22,0.0,55,,,51.0,22.0,01:47.2,182.042,12,2011,8,12,European Grand Prix,2011-06-26,23.0,103.735,ambrosio,JÌ©rÌ«me,d'Ambrosio,Belgian,JÌ©rÌ«me d'Ambrosio,Virgin,British,Valencia Street Circuit,Spain,39.4589,-0.331667,,+2 Laps,0.0,0.0,21.0,0,0,0,1,6.760000000000005,0.0,21.0,0.0,0,18.0,22.2,0.0,0.0,0.0,0.8571428571428571,18.0,22.2,0.0,0.0,0.0,0.8,7,0,3
20971,849,1,1,3.0,10,4.0,4,4,12.0,52,28.986,5350182.0,39.0,5.0,01:36.2,220.499,1,2011,9,9,British Grand Prix,2011-07-10,10.0,92.376,hamilton,Lewis,Hamilton,British,Lewis Hamilton,McLaren,British,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,109.0,1.0,4.0,0,1,0,1,1.9770000000000039,0.0,4.0,97.0,1,8.0,4.8,10.0,0.4,0.9,0.9,8.0,4.8,10.0,0.4,0.9,0.9,62,3,6
20975,849,2,4,9.0,16,8.0,8,8,4.0,52,+1:15.542,5396738.0,37.0,14.0,01:37.1,218.371,1,2011,9,9,British Grand Prix,2011-07-10,16.0,93.805,heidfeld,Nick,Heidfeld,German,Nick Heidfeld,Renault,French,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,34.0,0.0,8.0,0,1,0,1,3.406000000000006,0.0,9.0,30.0,0,10.6,13.2,3.0,0.1,0.5,0.9,10.6,13.2,3.0,0.125,0.625,0.875,8,2,6
20973,849,3,131,8.0,9,6.0,6,6,8.0,52,+1:00.665,5381861.0,32.0,13.0,01:37.1,218.47,1,2011,9,9,British Grand Prix,2011-07-10,9.0,92.209,rosberg,Nico,Rosberg,German,Nico Rosberg,Mercedes,German,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,40.0,0.0,7.0,0,1,0,1,1.8100000000000023,0.0,7.0,32.0,0,8.2,6.0,4.4,0.0,0.6,0.9,8.2,6.0,4.4,0.0,0.6,0.9,27,3,2
20968,849,4,6,5.0,3,1.0,1,1,25.0,52,28:41.2,5321196.0,41.0,1.0,01:34.9,223.454,1,2011,9,9,British Grand Prix,2011-07-10,3.0,90.51599999999999,alonso,Fernando,Alonso,Spanish,Fernando Alonso,Ferrari,Italian,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,112.0,1.0,3.0,1,1,1,1,0.11699999999999022,0.0,5.0,87.0,0,6.8,3.8,12.2,0.4,0.9,0.9,6.8,3.8,12.2,0.4,0.9,0.9,27,3,6
20991,849,5,205,20.0,17,,R,24,0.0,2,,,2.0,24.0,02:10.4,162.629,6,2011,9,9,British Grand Prix,2011-07-10,17.0,94.821,kovalainen,Heikki,Kovalainen,Finnish,Heikki Kovalainen,Lotus,Malaysian,Silverstone Circuit,UK,52.0786,-1.01694,,Gearbox,0.0,0.0,22.0,0,0,0,0,4.421999999999997,0.0,22.0,0.0,0,19.6,17.6,0.0,0.0,0.0,0.7,19.6,17.6,0.0,0.0,0.0,0.7,27,3,2
20983,849,10,166,24.0,20,16.0,16,16,0.0,50,,,49.0,17.0,01:39.8,212.477,12,2011,9,9,British Grand Prix,2011-07-10,20.0,96.203,glock,Timo,Glock,German,Timo Glock,Virgin,British,Silverstone Circuit,UK,52.0786,-1.01694,,+2 Laps,0.0,0.0,25.0,0,0,0,1,5.804000000000002,0.0,25.0,0.0,0,20.6,20.6,0.0,0.0,0.0,0.7,20.6,20.6,0.0,0.0,0.0,0.7,27,3,2
20972,849,13,6,6.0,4,5.0,5,5,10.0,52,29.01,5350206.0,49.0,2.0,01:35.5,222.129,1,2011,9,9,British Grand Prix,2011-07-10,4.0,91.124,massa,Felipe,Massa,Brazilian,Felipe Massa,Ferrari,Italian,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,52.0,0.0,6.0,0,1,0,1,0.7249999999999943,0.0,6.0,42.0,0,13.0,6.4,3.6,0.0,0.6,0.8,13.0,6.4,3.6,0.0,0.6,0.8,55,3,7
20990,849,15,205,21.0,21,,R,23,0.0,10,,,9.0,23.0,01:55.5,183.629,44,2011,9,9,British Grand Prix,2011-07-10,21.0,96.456,trulli,Jarno,Trulli,Italian,Jarno Trulli,Lotus,Malaysian,Silverstone Circuit,UK,52.0786,-1.01694,,Oil leak,0.0,0.0,19.0,0,0,0,0,6.057000000000002,0.0,19.0,0.0,0,17.2,18.6,0.0,0.0,0.0,0.8,17.2,18.6,0.0,0.0,0.0,0.8,27,3,3
20978,849,16,10,14.0,11,11.0,11,11,0.0,52,+1:19.712,5400908.0,42.0,9.0,01:36.7,219.213,1,2011,9,9,British Grand Prix,2011-07-10,11.0,92.61699999999999,sutil,Adrian,Sutil,German,Adrian Sutil,Force India,Indian,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,10.0,0.0,12.0,0,0,0,1,2.2179999999999893,0.0,12.0,10.0,0,12.6,13.4,1.6,0.0,0.3,0.9,12.6,13.4,1.6,0.0,0.3,0.9,62,3,6
20970,849,17,9,2.0,1,3.0,3,3,15.0,52,16.947,5338143.0,49.0,4.0,01:35.7,221.686,1,2011,9,9,British Grand Prix,2011-07-10,1.0,90.399,webber,Mark,Webber,Australian,Mark Webber,Red Bull,Austrian,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,124.0,0.0,2.0,1,1,0,1,0.0,0.0,3.0,109.0,0,3.2,2.4,14.4,0.5,1.0,1.0,3.2,2.4,14.4,0.5,1.0,1.0,62,3,6
20987,849,18,1,4.0,5,,R,20,0.0,39,,,31.0,10.0,01:37.0,218.675,61,2011,9,9,British Grand Prix,2011-07-10,5.0,91.898,button,Jenson,Button,British,Jenson Button,McLaren,British,Silverstone Circuit,UK,52.0786,-1.01694,,Wheel nut,109.0,1.0,5.0,0,0,0,0,1.4989999999999952,0.0,2.0,109.0,1,3.8,5.2,14.2,0.5,1.0,1.0,3.8,5.2,14.2,0.5,1.0,1.0,27,3,7
20969,849,20,9,1.0,2,2.0,2,2,18.0,52,16.511,5337707.0,38.0,3.0,01:35.6,221.918,1,2011,9,9,British Grand Prix,2011-07-10,2.0,90.431,vettel,Sebastian,Vettel,German,Sebastian Vettel,Red Bull,Austrian,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,204.0,6.0,1.0,1,1,0,1,0.031999999999996476,0.0,1.0,186.0,6,1.2,1.2,23.6,1.0,1.0,1.0,1.2,1.2,23.6,1.0,1.0,1.0,44,3,7
20980,849,22,3,11.0,15,13.0,13,13,0.0,51,,,38.0,8.0,01:36.7,219.238,11,2011,9,9,British Grand Prix,2011-07-10,15.0,93.119,barrichello,Rubens,Barrichello,Brazilian,Rubens Barrichello,Williams,British,Silverstone Circuit,UK,52.0786,-1.01694,,+1 Lap,4.0,0.0,16.0,0,0,0,1,2.719999999999999,0.0,15.0,4.0,0,12.4,14.0,0.8,0.0,0.2,0.8,12.4,14.0,0.8,0.0,0.2,0.8,27,3,6
20985,849,24,164,23.0,23,18.0,18,18,0.0,50,,,40.0,19.0,01:40.5,210.97,12,2011,9,9,British Grand Prix,2011-07-10,23.0,97.48400000000001,liuzzi,Vitantonio,Liuzzi,Italian,Vitantonio Liuzzi,HRT,Spanish,Silverstone Circuit,UK,52.0786,-1.01694,,+2 Laps,0.0,0.0,20.0,0,0,0,1,7.085000000000008,0.0,20.0,0.0,0,19.6,21.2,0.0,0.0,0.0,0.6,19.6,21.2,0.0,0.0,0.0,0.75,8,1,2
20976,849,30,131,7.0,13,9.0,9,9,2.0,52,+1:17.912,5399108.0,34.0,11.0,01:37.0,218.558,1,2011,9,9,British Grand Prix,2011-07-10,13.0,92.656,michael_schumacher,Michael,Schumacher,German,Michael Schumacher,Mercedes,German,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,28.0,0.0,10.0,0,1,0,1,2.257000000000005,0.0,10.0,26.0,0,12.2,7.8,4.0,0.0,0.5,0.7,12.2,7.8,4.0,0.0,0.5,0.7,27,1,3
20988,849,67,5,18.0,19,,R,21,0.0,25,,,24.0,18.0,01:40.2,211.602,3,2011,9,9,British Grand Prix,2011-07-10,19.0,95.749,buemi,SÌ©bastien,Buemi,Swiss,SÌ©bastien Buemi,Toro Rosso,Italian,Silverstone Circuit,UK,52.0786,-1.01694,,Accident,8.0,0.0,15.0,0,0,0,0,5.349999999999994,0.0,14.0,8.0,0,11.2,15.0,0.8,0.0,0.4,1.0,11.2,15.0,0.8,0.0,0.4,1.0,44,2,6
20977,849,153,5,19.0,18,10.0,10,10,1.0,52,+1:19.108,5400304.0,38.0,15.0,01:37.2,218.275,1,2011,9,9,British Grand Prix,2011-07-10,18.0,95.245,alguersuari,Jaime,Alguersuari,Spanish,Jaime Alguersuari,Toro Rosso,Italian,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,9.0,0.0,13.0,0,1,0,1,4.846000000000004,0.0,13.0,8.0,0,13.6,18.2,1.6,0.0,0.3,0.8,13.6,18.2,1.6,0.0,0.3,0.8,35,1,7
20989,849,155,15,16.0,8,,R,22,0.0,23,,,23.0,21.0,01:40.7,210.595,5,2011,9,9,British Grand Prix,2011-07-10,8.0,92.128,kobayashi,Kamui,Kobayashi,Japanese,Kamui Kobayashi,Sauber,Swiss,Silverstone Circuit,UK,52.0786,-1.01694,,Engine,25.0,0.0,11.0,0,0,0,0,1.7289999999999992,0.0,11.0,25.0,0,9.6,15.4,3.6,0.0,0.7,0.9,9.6,15.4,3.6,0.0,0.7,0.9,27,1,2
20979,849,808,4,10.0,14,12.0,12,12,0.0,52,+1:20.681,5401877.0,40.0,6.0,01:36.3,220.206,1,2011,9,9,British Grand Prix,2011-07-10,14.0,92.73400000000001,petrov,Vitaly,Petrov,Russian,Vitaly Petrov,Renault,French,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,31.0,0.0,9.0,0,0,0,1,2.335000000000008,0.0,8.0,31.0,0,11.6,8.8,2.8,0.1,0.5,0.8,11.6,8.8,2.8,0.1,0.5,0.8,27,1,7
20981,849,813,3,12.0,7,14.0,14,14,0.0,51,,,41.0,12.0,01:37.0,218.553,11,2011,9,9,British Grand Prix,2011-07-10,7.0,91.93299999999999,maldonado,Pastor,Maldonado,Venezuelan,Pastor Maldonado,Williams,British,Silverstone Circuit,UK,52.0786,-1.01694,,+1 Lap,0.0,0.0,23.0,0,0,0,1,1.5339999999999918,0.0,24.0,0.0,0,17.4,11.6,0.0,0.0,0.0,0.5,17.4,11.6,0.0,0.0,0.1,0.5,8,0,7
20982,849,814,10,15.0,6,15.0,15,15,0.0,51,,,48.0,16.0,01:37.9,216.545,11,2011,9,9,British Grand Prix,2011-07-10,6.0,91.929,resta,Paul,di Resta,British,Paul di Resta,Force India,Indian,Silverstone Circuit,UK,52.0786,-1.01694,,+1 Lap,2.0,0.0,17.0,0,0,0,1,1.5300000000000011,0.0,17.0,2.0,0,15.8,13.0,0.0,0.0,0.25,0.75,15.8,13.0,0.0,0.0,0.4,0.8,8,0,7
20974,849,815,15,17.0,12,7.0,7,7,6.0,52,+1:05.590,5386786.0,35.0,7.0,01:36.7,219.413,1,2011,9,9,British Grand Prix,2011-07-10,12.0,92.624,perez,Sergio,PÌ©rez,Mexican,Sergio PÌ©rez,Sauber,Swiss,Silverstone Circuit,UK,52.0786,-1.01694,,Finished,8.0,0.0,14.0,0,1,0,1,2.2249999999999943,0.0,16.0,2.0,0,15.0,11.0,0.4,0.0,0.14285714285714285,0.5714285714285714,15.0,11.0,0.4,0.0,0.3,0.7,7,0,3
20984,849,816,166,25.0,22,17.0,17,17,0.0,50,,,30.0,20.0,01:40.6,210.894,12,2011,9,9,British Grand Prix,2011-07-10,22.0,97.154,ambrosio,JÌ©rÌ«me,d'Ambrosio,Belgian,JÌ©rÌ«me d'Ambrosio,Virgin,British,Silverstone Circuit,UK,52.0786,-1.01694,,+2 Laps,0.0,0.0,21.0,0,0,0,1,6.7549999999999955,0.0,21.0,0.0,0,18.4,22.6,0.0,0.0,0.0,0.875,18.4,22.6,0.0,0.0,0.0,0.9,8,0,3
20986,849,817,164,22.0,24,19.0,19,19,0.0,49,,,30.0,22.0,01:40.9,210.163,13,2011,9,9,British Grand Prix,2011-07-10,24.0,98.059,ricciardo,Daniel,Ricciardo,Australian,Daniel Ricciardo,HRT,Spanish,Silverstone Circuit,UK,52.0786,-1.01694,,+3 Laps,0.0,0.0,26.0,0,0,0,1,7.659999999999997,0.0,,0.0,0,,,,,,,17.8,23.4,0.0,0.0,0.0,0.6,0,0,3
20992,850,1,1,3.0,2,1.0,1,1,25.0,60,37:30.3,5850334.0,59.0,1.0,01:34.3,196.526,1,2011,10,20,German Grand Prix,2011-07-24,2.0,90.134,hamilton,Lewis,Hamilton,British,Lewis Hamilton,McLaren,British,NÌ_rburgring,Germany,50.3356,6.9475,,Finished,134.0,2.0,3.0,1,1,1,1,0.05499999999999261,0.0,4.0,109.0,1,8.0,6.0,10.0,0.4,0.9,0.9,8.0,6.0,10.0,0.4,0.9,0.9,63,1,2
21015,850,2,4,9.0,11,,R,24,0.0,9,,,7.0,18.0,01:39.5,186.349,4,2011,10,20,German Grand Prix,2011-07-24,11.0,92.215,heidfeld,Nick,Heidfeld,German,Nick Heidfeld,Renault,French,NÌ_rburgring,Germany,50.3356,6.9475,,Collision,34.0,0.0,8.0,0,0,0,0,2.1359999999999957,0.0,8.0,34.0,0,10.8,14.6,2.6,0.1,0.6,0.9,10.8,14.6,2.6,0.1111111111111111,0.6666666666666666,0.8888888888888888,9,1,2
20998,850,3,131,8.0,6,7.0,7,7,6.0,59,,,51.0,7.0,01:36.2,192.686,11,2011,10,20,German Grand Prix,2011-07-24,6.0,91.263,rosberg,Nico,Rosberg,German,Nico Rosberg,Mercedes,German,NÌ_rburgring,Germany,50.3356,6.9475,,+1 Lap,46.0,0.0,7.0,0,1,0,1,1.1839999999999975,0.0,7.0,40.0,0,8.4,7.2,4.0,0.0,0.6,0.9,8.4,7.2,4.0,0.0,0.6,0.9,28,1,0
20993,850,4,6,5.0,4,2.0,2,2,18.0,60,3.98,5854314.0,60.0,5.0,01:34.6,195.853,1,2011,10,20,German Grand Prix,2011-07-24,4.0,90.44200000000001,alonso,Fernando,Alonso,Spanish,Fernando Alonso,Ferrari,Italian,NÌ_rburgring,Germany,50.3356,6.9475,,Finished,130.0,1.0,4.0,1,1,0,1,0.36299999999999955,0.0,3.0,112.0,1,6.4,3.4,14.2,0.4,0.9,0.9,6.4,3.4,14.2,0.4,0.9,0.9,28,1,2
21007,850,5,205,20.0,18,16.0,16,16,0.0,58,,,54.0,17.0,01:39.1,187.105,12,2011,10,20,German Grand Prix,2011-07-24,19.0,95.59899999999999,kovalainen,Heikki,Kovalainen,Finnish,Heikki Kovalainen,Lotus,Malaysian,NÌ_rburgring,Germany,50.3356,6.9475,,+2 Laps,0.0,0.0,23.0,0,0,0,1,5.519999999999982,-1.0,22.0,0.0,0,20.6,17.4,0.0,0.0,0.0,0.6,20.6,17.4,0.0,0.0,0.0,0.6,28,1,0
21008,850,10,166,24.0,19,17.0,17,17,0.0,57,,,57.0,21.0,01:40.0,185.361,13,2011,10,20,German Grand Prix,2011-07-24,20.0,96.4,glock,Timo,Glock,German,Timo Glock,Virgin,British,NÌ_rburgring,Germany,50.3356,6.9475,,+3 Laps,0.0,0.0,24.0,0,0,0,1,6.320999999999998,-1.0,25.0,0.0,0,19.0,20.4,0.0,0.0,0.0,0.7,19.0,20.4,0.0,0.0,0.0,0.7,28,1,0
20996,850,13,6,6.0,5,5.0,5,5,10.0,60,52.252,5902586.0,51.0,4.0,01:34.6,195.888,1,2011,10,20,German Grand Prix,2011-07-24,5.0,90.91,massa,Felipe,Massa,Brazilian,Felipe Massa,Ferrari,Italian,NÌ_rburgring,Germany,50.3356,6.9475,,Finished,62.0,0.0,6.0,0,1,0,1,0.8309999999999889,0.0,6.0,52.0,0,11.8,5.2,5.6,0.0,0.7,0.8,11.8,5.2,5.6,0.0,0.7,0.8,56,1,3
20997,850,16,10,14.0,8,6.0,6,6,8.0,60,+1:26.208,5936542.0,57.0,10.0,01:36.7,191.745,1,2011,10,20,German Grand Prix,2011-07-24,8.0,91.809,sutil,Adrian,Sutil,German,Adrian Sutil,Force India,Indian,NÌ_rburgring,Germany,50.3356,6.9475,,Finished,18.0,0.0,12.0,0,1,0,1,1.7299999999999898,0.0,12.0,10.0,0,12.2,13.2,1.6,0.0,0.3,0.9,12.2,13.2,1.6,0.0,0.3,0.9,63,1,2
20994,850,17,9,2.0,1,3.0,3,3,15.0,60,9.788,5860122.0,60.0,2.0,01:34.5,196.18,1,2011,10,20,German Grand Prix,2011-07-24,1.0,90.07900000000001,webber,Mark,Webber,Australian,Mark Webber,Red Bull,Austrian,NÌ_rburgring,Germany,50.3356,6.9475,,Finished,139.0,0.0,2.0,1,1,0,1,0.0,0.0,2.0,124.0,0,3.4,2.2,13.8,0.5,1.0,1.0,3.4,2.2,13.8,0.5,1.0,1.0,63,1,2
